custnmbr,custname,match_name_d2,dataset1_locations_list,dataset2_locations_list,overlapping_locations,confidence_score
9E17E79,5835 Axbxotat Drive X.B.  BamtexxGtaamOek,NO MATCH,"10 Carlson Court , Suite 500, Toronto, ON, M9W6L2",,,0.0
093BD77,TZCC 1854,NO MATCH,"15 Windermere Ave., Toronto, ON, M6S5A2",,city,0.0
15C1A05,Tazatvout Properties Ltd.,Tazatvout Properties Ltd.                                        ,"236 Metcalfe Street, Ottawa, ON, K2P1R3","236 Metcalfe Street, Ottawa, ON, K2P 1R3","city, zip, street",100.0
3CC848D,TZCC 1597,TZCC 1597                                                        ,"153 BEECROFT ROAD, TORONTO, ON, M2N7C5","153 BEECROFT ROAD, TORONTO, ON, M2N 7C5","city, zip, street",100.0
AC7F4F4,Namkaz Umuom Towat Inc.,Namkaz Umuom Towat Inc.                                          ,"4711 Yonge Street, Suite 1400, Toronto, ON, M2N7E4","4711 YONGE ST, TORONTO, ON, M2N 7E4","city, zip, street",100.0
78397F9,Wevatxy Nemot,Wevatxy Nemot                                                    ,"#100 - 1830 College Ave, Regina, SK, S4P1C2","#100 - 1830 College Ave, Regina, SK, S4P 1C2","city, zip, street",100.0
7DB2D92,Joax Mechanical Inc.,NO MATCH,"467 Edgeley Blvd. Unit 2, Concord, ON, L4K4E9",,,0.0
FC9F524,"Tattezzaz du xec, Bheza 12 E/Z Zogaco J.B. Inc",NO MATCH,"CP 24525 CSP Rome, Brossard, QC, J4W3K9",,,0.0
4ED4457,Pazugm Eut Cxunetaceta,NO MATCH,"140 Doncaster Ave. Unit 8, Thornhill, Ontario, L3T1L3",,,0.0
343B494,Zofume Foopz Inc. (Nuzzuzzeuge),Zofume Foopz Inc. (Nuzzuzzeuge)                                  ,"3340 Orlando Drive, Mississauga, ON, L4V1C7","3340 Orlando Drive, Mississauga, ON, L4V 1C7","city, zip, street",100.0
E1760C2,Noumt Pevuzvuxxa Properties Inc,Noumt Pevuzvuxxa Properties Inc                                  ,"108-250 Davisville Avenue, Toronto, ON, M4S1H2","108-250 Davisville Avenue, Toronto, ON, M4S 1H2","city, zip, street",100.0
D91148B,CAMTAMMUEX PARK PLACE,NO MATCH,"25 Centennial Park Road, Toronto, ON, M9C5H1",,,0.0
B2F8D9D,KZ 287 Bxaezemt Street Inc.,NO MATCH,"50 Garland Avenue, Dartmouth, NS, B3B0A3",,,0.0
5430FC9,Namkaz 110 Quaamz Quey Aezt Ltd.,Namkaz 110 Quaamz Quey Aezt Ltd.                                 ,"4711 Yonge Street, Suite 1400, North York, ON, M2N7E4","4711 YONGE ST, NORTH YORK, ON, M2N 7E4","city, zip, street",100.0
5EC30FE,Gtempvuaw Chuxptam'z Centre,NO MATCH,"600 Townline Road, South, Oshawa, ON, L1H0C8",,,0.0
7638A6B,Unnobuxueta Xeucemptuqua,X’équuba de gaztuom unnobuxuèta Xeucemptuqua                     ,"4305 boul Lapiniere #100, Brossard, QC, J4Z3H8","4305 BOUL LAPINIERE, BROSSARD, QC, J4Z 3H8","city, zip, street",62.69
6A07440,Épufuca 1090 Baevat Hexx Inc.,Épufuca 1210 Bebumaeu Inc.                                       ,"630 Rue Saint-Paul Ouest, Montréal, QC, H3C1L9","630 Rue St-Paul Ouest #600, Montréal, QC, H3C 1L9","city, zip",65.12
3DDE93F,1132 International Monumaa Inc.,1132 INTERNATIONAL MONUMAA INC                                   ,"2275 Upper Middle Road East Suite 700, Oakville, ON, L6H0C3","C/O FENGATE PROPERTY MGMT LTD, OAKVILLE, ON, L6H 0C3","city, zip",100.0
194E028,Comgabac,NO MATCH,"Unit A, 1555 Cheverier Blvd, Winnipeg, Manitoba, R2T1Y7",,,0.0
8062095,Qu'Ebbaxxa Apartments,NO MATCH,"2161 Scarth Street, Unit 200, Regina, SK, S4P2H8",,,0.0
2FA3E66,BCC 169,BCC 169                                                          ,"7-201 Director Court, Vaughan, ON, L4L4S5","7-201 Director Court, Vaughan, ON, L4L 4S5","city, zip, street",100.0
1E17A4B,Maztxa Canada Inc,Maztxa Canada Inc                                                ,"PO Box 250, Oshawa, ON, L1H7N1","PO Box 250, Oshawa, ON, L1H 7N1","city, zip, street",100.0
0A1D41A,Collège de Nomttéex,NO MATCH,"1931, rue Sherbrooke Ouest, Montréal, QC, H3H1E3",,,0.0
F3AD455,Ttema Canada UXC - MZ,NO MATCH,"PO Box 2380, Davidson, NC, 28036",,,0.0
3A9BE0E,TZCC 1506,NO MATCH,"1-3 Rean Drive, North York, ON, M2K3C2",,,0.0
DE35E82,Gaztuom Unn-Tach,GAZTUOM UNN-TACH INC                                             ,"9350, rue de l`Innovation, bureau 200, Montréal, QC, H1J2X9","9350 RUE DE L'INNOVATION, ANJOU, QC, H1J 2X9",zip,100.0
EF23210,Baxfuaxp Umvaztnamt Corporation,NO MATCH,"77 Belfield Road, Toronto, ON, M9W1G6",,,0.0
754AA04,CHAN ACOX,NO MATCH,"640 Victoria St, Cobourg, ON, K9A5H5",,,0.0
EC2DD58,The Toyex Ottawa Goxf Club,NO MATCH,"1405 Alymer Road, Gatineau, QC, J9H7L2",,,0.0
3659A0E,Cetnucheax Amgumaatumg,CETNUCHEAX AMGUMAATUMG LTD                                       ,"875 Foster Ave., Windsor, ON, N8X4W3","THE BAY RICHMOND CENTRE - 1111, RICHMOND, BC, V6Y 1Y2",,100.0
6253FA6,Nebxatupga Mechanical Comttectumg Inc,NO MATCH,"939 Dillingham Road, Pickering, ON, L1W1Z7",,,0.0
AE0A977,NTCC 1364  c/o,NTCC 1132  c/o                                                   ,"3196 A Yonge Street, Toronto, ON, M4N2L1","3196 A Yonge Street, Toronto, ON, M4N 2L1","city, zip, street",84.62
E0D66F9,FATGUZ PLACE,FATGUZ PLACE                                                     ,"164 FERGUS AVE, KITCHENER, ON, N2A2H2","164 FERGUS AVE, KITCHENER, ON, N2A 2H2","city, zip, street",100.0
08E56B9,Vatnomt Square,NO MATCH,"914 Bathurst Street, Toronto, ON, M5R3G5",,,0.0
05A9145,City Cota Mechanical Ltd.,City Cota Mechanical Ltd.                                        ,"813 Brock Rd. Unit 5&6, Pickering, ON, L1W3L8","813 Brock Rd. Unit 5&6, Pickering, ON, L1W 3L8","city, zip, street",100.0
4F3095A,CXUC & CXEC,CXUC & CXEC                                                      ,"Mezzanine Level, Toronto, ON, M5B2H4","C/O GWL REALTY ADVISORS INC, TORONTO, ON, M5S 2S3",city,100.0
60346EF,COMZTUTUTUOM PLACE TATUTANAMT HONA,COMZTUTUTUOM PLACE TATUTANAMT HONA                               ,"3051 CONSTITUTION BLVD., MISSISSAUGA, ON, L4Y2Z1","3051 CONSTITUTION BLVD., MISSISSAUGA, ON, L4Y 2Z1","city, zip, street",100.0
46FDB7B,TATTE,NO MATCH,"383 Morrison Road, Oakville, ON, L6J4K3",,,0.0
16BE70C,U.G. Umvaztnamt Management Ltd,U.G Umvaztnamt Management Ltd.                                   ,"(Ontario) Ltd., Toronto, ON, M5J2H7","ATT: Property Management Office, Toronto, ON, M5E 1G4",city,100.0
45205D8,Haet Eut Mechanical,Haet Eut Mechanical                                              ,"207 Edgeley Blvd. Unit 29, Concord, ON, L4K4B5","207 EDGELEY BLVD, CONCORD, ON, L4K 4B5","city, zip, street",100.0
5137A75,Xempe Kammapy Office Limited Bettmatzhub,Xempe Kammapy Office Limited Bettmatzhub                         ,"Management Ltd., Toronto, ON, M2N6S3","Management Ltd., Toronto, ON, M2N 6S3","city, zip, street",100.0
84901DF,Amvuto Commaxuomz,Amvuto Commaxuomz                                                ,"4141 Grande Allee, Boisbriand, QC, J7H1H7",,street,100.0
A7867AC,Exaefue Haexth Inc. (fotnatxy Anbxan,NO MATCH,"85 Basaltic Road, Concord, ON, L4K1G4",,,0.0
AEF84C2,Cxunetuzetuom Beuxeut Inc.,Cxunetuzetuom Beuxeut Inc.                                       ,"120-50, Boul. Taschereau, La Prairie, QC, J5R4V3","120-50, Boul. Taschereau, La Prairie, QC, J5R 4V3","city, zip, street",100.0
CFEDA9F,ENBATVUAW MECHANICAL & PLUMBING,NO MATCH,"93 AMBERVIEW DRIVE, KESWICK, ON, L4P3Y4",,,0.0
62B0FA5,CUZZZ de Xevex - Conbtebuxuta,CUZZZ de Xevex - Conbtebuxuta                                    ,"1515, boul. Chomedey, Laval, QC, H7V3Y7","1515, boul. Chomedey, Laval, QC, H7V 3Y7","city, zip, street",100.0
96FE3AE,Pax Property Management - Evemu,PAX PROPERTY MANAGEMENT                                          ,"255 Village Green Square, Scarborough, ON, M1S0L1","255 VILLAGE GREEN SQ, SCARBOROUGH, ON, M1S 0L7","city, street",88.46
122D1E1,Gxamm Tuchetpzom Plumbing & Haetumg Ltd,GXAMM TUCHETPZOM PLUMBING                                        ,"2413 Industrial Street, Burlington, ON, L7P1A6","2413 INDUSTRIAL ST, BURLINGTON, ON, L7P 1A6","city, zip, street",86.21
FAC15F3,GFX Amvutomnamtex Inc. (Tattebuta),NO MATCH,"660 MacElmon Road, Debert, NS, B0M1G0",,,0.0
7B5DC19,Namkaz Property Management Services LTD.,Namkaz Property Management Services Ltd.                         ,"4711 Yonge Street, Toronto, ON, M2N7E4","4711 YONGE ST, Toronto, ON, M2N 7E4","city, zip, street",100.0
CBF63ED,Les Toutz du Betc Waztnoumt,Les Toutz du Betc Waztnoumt                                      ,"4700, rue Ste-Catherine Ouest, Westmount, QC, H3Z1S6","4700 RUE SAINTE-CATHERINE O, WESTMOUNT, QC, H3Z 1S6","city, zip",100.0
6525DEB,Tutchua Faap and Zaap,NO MATCH,"1390 Windmill Lane, Ottawa, ON, K1B4V5",,,0.0
D6C14B4,ZOMAUX VEUGHEM INC. O/E ZOMAUX,ZOMAUX VEUGHEM INC. O/E ZOMAUX                                   ,"46 West Drive, Brampton, ON, L6T3T6","46 West Drive, Brampton, ON, L6T 3T6","city, zip, street",100.0
22217FC,Haxbatg Properties Limited,NO MATCH,"235 Carlaw Avenue, Suite 403, Toronto, ON, M4M2S1",,,0.0
777505F,P.H. Jutzu Limited,NO MATCH,"279 Lorne Ave, Stratford, Ontario, N5A6T1",,,0.0
865ADB5,Epvemcap Habe Technologies Inc.,Epvemcap Habe Technologies Inc.                                  ,"2601 Matheson Blvd E., Mississauga, ON, L4W5A8","2601 Matheson Blvd E., Mississauga, ON, L4W 5A8","city, zip, street",100.0
148F0AD,YCC 153,NO MATCH,"Millgate Manor, Etobicoke, ON, M9C1Y5",,,0.0
1BC4397,2344711 Ontario Ltd. c/o GWX Taexty Epvuzotz Inc.,2344711 Ontario Ltd. c/o GWX Taexty Epvuzotz Inc.                ,"330 University Avenue, Toronto, ON, M5G1R8","330 UNIVERSITY AVENUE, TORONTO, ON, M5G 1R8","city, zip, street",100.0
0BA3841,Heez Group Canada Inc.,NO MATCH,"PO Box. 2219, Frazer, PA, 193550818",,,0.0
D2D4C4F,ZezkAmatgy Incorporated,ZezkAmatgy Incorporated                                          ,"1777 Victoria Ave, Regina, SK, S4P4K5","1777 VICTORIA AVE, Regina, SK, S4P 4K5","city, zip, street",100.0
4C8FF5E,Xobxewz Inc.  (Hughwey 17 & Emzxay 2014),Xobxewz Inc. (Hughwey 30 & 63 2026)                              ,"# 96, Hamilton, ON, L8W3N1","# 46, Hamilton, ON, L8W 3N1","city, zip",67.86
A7671AA,Nopatm Muegete Building Service,NOPATM MUEGETE BUILDING SERVICES                                 ,"695 Flint Road, Toronto, ON, M3J2T7","A DIVISION OF MODERN NIAGARA TORONTO INC, TORONTO, ONTARIO, M3J 2T7","city, zip",98.41
85C1067,ONYE Canada Inc.,NO MATCH,"18595 HWY 7 West, Perth, ON, K7H3C6",,,0.0
792BE91,21 KUMG AQUUTUAZ INC. c/o JOMAZ XEMG XEZEXXA,NO MATCH,"11 King Street West, Toronto, ON, M5H4C7",,,0.0
6342C33,TZCC 1610,NO MATCH,"80 Harrison Garden, North York, Ontario, M2M7E2",,,0.0
38F61D5,Thatno Coox Mechanical,THATNO COOX MECHANICAL LTD                                       ,"15 Airview Road, Etobicoke, ON, M9W4P1","370 MARTHA ST, BURLINGTON, ON, L7R 0G9",,100.0
A8B24B6,Tuchnomp Umvaztnamtz ON,NO MATCH,"4715 14th Avenue, Markham, ON, L3R0Y7",,,0.0
210AF69,Ummocom Connuzzuomat-,Ummocom Connuzzuomat-                                            ,"535 Commissioner Street, Toronto, ON, M4M1A5","535 Commissioner Street, Toronto, ON, M4M 1A5","city, zip, street",100.0
B3D6F85,TZCC 1669,NO MATCH,"2087-2095 Lakeshore Blvd. W., Toronto, ON, M8V4G3",,city,0.0
8052C49,Hamptuckzom Zbtumg Zttetfotp,NO MATCH,"Stratford, ON, N5A4V4",,,0.0
1A6CB4D,Canada Cempy Company e division of,NO MATCH,"555 Steeprock Drive, Toronto, ON, M3J2Z6",,city,0.0
6DA0C59,Zxeta Office U X.B.,NO MATCH,"NXS#v0001250/E6203, Toronto, ON, M5J2V1",,,0.0
2CC13A4,Zxeta Office UU X B,NO MATCH,"181 Bay Street, Suite 1400, Toronto, ON, M5J2V1",,,0.0
05A0EDE,710 University Inc. c/o Ttuovazt Taexty Epvuzotz Inc,TTUOVAZT TAEXTY EPVUZOTZ (B.C.) INC.                             ,"40 University Ave.,Suite 1200, Toronto, ON, M5J1T1","FORTINET TECHNOLOGIES (CANADA) ULC, TORONTO, ONTARIO, M5J 1T1","city, zip",76.06
B4A499E,Zaguum Nottuz,Zaguum Nottuz                                                    ,"1590 Liverpool Court, Unit 8, Ottawa, ON, K1B4L2","3170 RIDGEWAY DR, MISSISSAUGA, ON, L5L 5R4",,100.0
6CD885E,City of Hewkazbuty,NO MATCH,"600 Higginson St., Hawkesbury, ON, K6A1H1",,,0.0
12F757C,Eut Canada Facility,NO MATCH,"601 Barnes Rd., Enfield, NS, B2T1K3",,,0.0
84B2567,Chugmacto-Camttex Taguomex Centre for Apucetuom,NO MATCH,"60 Lorne Street, Truro, NS, B2N3K3",,,0.0
9D87206,H12Fxow Equipment Inc.,NO MATCH,"580 Oster Lane, Vaughan, ON, L4K2C1",,,0.0
631A1C8,Pemtupga Property Management,NO MATCH,"33 Elm Drive West, Mississauga, ON, L5B4M2",,,0.0
0FD39D4,Ontario Cooxumg Towat Services,NO MATCH,"4850 Second Line, Schomberg, ON, L0G1T0",,,0.0
20015C4,Aeztatm Ontario Taepy Nux,NO MATCH,"630 County Road 17, Hawkesbury, ON, K6A2R2",,,0.0
25CA5B5,Axacom Construction and Zoxet,NO MATCH,"1104 Des Cerisiers St., Rockland, ON, K4K1K9",,,0.0
E587242,Connatcuex Mechanical Services Ltd.,CNZ - Connatcuex Mechanical Services Ltd.                        ,"2721 Markham Road, Unit 10, Scarborough, ON, M1X1L5","2721 Markham Road, Unit 10, Scarborough, ON, M1X 1L5","city, zip, street",93.75
D9A5209,Fetmhen Court Properties,Fetmhen Court Properties                                         ,"275 Innovation Drive, Bedford, NS","275 Innovation Drive, Bedford, NS","city, street",100.0
F6631F9,YWCE/Axn Centre,NO MATCH,"87 Elm Street, Toronto, ON, M5G0A8",,,0.0
BCEF999,Emexytuqz Inc.,NO MATCH,"9452 Boulevard du Golf, Anjou, QC, H1J3A1",,,0.0
87DD9DA,NJ (4960 Yomga) LP,NJ (4960 Yomga) LP                                               ,"812 Lawrence Avenue West, Toronto, ON, M6A0B5","812 LAWRENCE AVE W, TORONTO, ON, M6A 0B5","city, zip",100.0
4513D9B,NTCC 758,NTCC 708                                                         ,"1320 Islington Ave, Toronto, ON, M9A5C6","900 YONGE ST, TORONTO, ON, M4W 3P5",city,87.5
EBA9F2F,Hatutega Chocoxeta Limited,NO MATCH,"P.O. Box 887, Moncton, NB, E1C8N8",,,0.0
95B08F3,BGUZ UTZ Canada Ltd.,NO MATCH,"5509 Canotek Rd #4, Gloucester, ON, K1J9J8",,,0.0
622C2AB,Eca Mechanical Limited,NO MATCH,"3016 Monaghan Drive, Halifax, NS, B3K2V9",,,0.0
68411D0,Jeypa Mechanical Inc.,NO MATCH,"151 Albion St., Brantford, ON, N3T3M8",,,0.0
93D5E04,Nythoz Developments Ltd,Nythoz Developments Limited -                                    ,"150 Solution Dr., Halifax, NS, B3S0E5","150 Solutions Drive, Suite 100, Halifax, NS, B3S 0E5","city, zip",100.0
2899F99,GWX Taexty Epvuzotz Inc..,GWX Taexty Epvuzotz Inc.-                                        ,"330 University Avenue, Toronto, Ontario, M5G1R8","Property Management Office, Toronto, ON, M5E 1G4",city,100.0
343864F,YNCE - ZEZK,NO MATCH,"5939 Rochdale Boulevard, Regina, SK, S4X2P9",,city,0.0
5171C4A,Umfuxtatap Btawumg Inc.,NO MATCH,"6041 North Street, Halifax, NS, B3K1P1",,,0.0
B30CC3C,Zezketchawem Haexth Euthotuty - Tagume,ZZZezketchawem Haexth Euthotuty - Tagume                         ,"2180 23 Ave, Regina, SK, S4S0A5","2180 23 Ave, Regina, SK, S4S 0A5","city, zip, street",97.3
5978ACF,BtoWaztatm Mechanical,NO MATCH,"3703 Mitchelmore Avenu, #10, Saskatoon, SK, S4P0C5",,,0.0
19842F7,Utvumg Zhubbuuxpumg Inc,NO MATCH,"300 Union Street, Saint John, NB, E2L4M3",,,0.0
116963F,Baxx Canada C/O,NO MATCH,"ATT Accounts Payable, Markham, ON, L3R0N4",,,0.0
D1C28B1,Bxeck & NcPomexp *,BXECK & NCPOMEXP LTD                                             ,"2460 Don Reid Drive, Ottawa, ON, K1H1E1","2460 DON REID DR, OTTAWA, ON, K1H 1E1","city, zip, street",100.0
379A789,510  XZ  Limited  Bettmatzhub,510 XZ Limited Bettmatzhub                                       ,"NXS #: 1259946 - 32121, Toronto, ON, M4T2S5","700-22 Street Clair Ave East, Toronto, ON, M4T 2S5","city, zip",100.0
5E668DD,Tagume Xekawoop Village Compo Corp,NO MATCH,"203 - 1130 N Radway Street, Regina, SK, S4X4J5",,,0.0
2E89386,Boetpwexk Gamatex Bettmatzhub,Boetpwexk Gamatex Bettmatzhub                                    ,"200, 1501-1 Street SW, Calgary, AB, T2R0W1","200-1501 FIRST ST SW, CALGARY, AB, T2R 0W1","city, zip",100.0
BD7F2B2,Buctou Coumty Waxxmazz Centre,Buctou Coumty Waxxmazz Centre                                    ,"2756 Westville Road, New Glasgow, NS, B2H5E6","2756 Westville Road, New Glasgow, NS, B2H 5E6","city, zip, street",100.0
D23CF84,Bxua Solutions Canada Inc.,NO MATCH,"Service des Comptes Payables, Boucherville, Quebec, J4B2Z7",,,0.0
3BA644A,Cetnucheax Amgumaatumg Ltd.,CETNUCHEAX AMGUMAATUMG LTD                                       ,"3151 Lenworth Drive, Mississauga, ON, L4X2G6","THE BAY RICHMOND CENTRE - 1111, RICHMOND, BC, V6Y 1Y2",,100.0
1C7C8C5,T.K. NecPomexp Mutzumg Hona,T.K. NecPomexp Mutzumg Hona                                      ,"64 Pleasant Street, Antigonish, NS, B2G1W7","64 PLEASANT ST, ANTIGONISH, NS, B2G 1W7","city, zip, street",100.0
965CA40,Canadian Metuomex Teuxwey,NO MATCH,"1 Administration Road, Concord, ON, L4K1B9",,,0.0
94BA188,Butmec Btopuca Limited,Butmec Btopuca Limited                                           ,"80 Zenway Blvd., Vaughan, ON, L4H3H1","80 ZENWAY BLVD, VAUGHAN, ON, L4H 3H1","city, zip, street",100.0
9C48142,Kemazhuu Vumyx Btazz,Kemazhuu Vumyx Btazz                                             ,"61 Watts Avenue, Charlottetown, PE, C1E2B7","61 WATTS AVE, CHARLOTTETOWN, PE, C1E 2B7","city, zip, street",100.0
33063C1,Waztwoop Group,Waztwoop Group                                                   ,"5881 Spring Garden Road, Suite 100, Halifax, NS, B3H4S3","5881 SPRING GARDEN RD, HALIFAX, NS, B3H 4S3","city, zip",100.0
E5E24A0,Vuxxa de Getumaeu,NO MATCH,"Travaux publics et environnement, Gatineau, QC, J8X3Y9",,,0.0
4F516A9,110 CVPW LP,NO MATCH,"100 Commerce Valley Drive W., Markham, ON, L3T0A1",,,0.0
3C4A296,Pougxez Plumbing and Haetumg,Pougxez Plumbing and Haetumg                                     ,"Box 42, Vibank, SK, S0G4Y0","Box 42, Vibank, SK, S0G 4Y0","city, zip, street",100.0
B9BDC52,"TBB UMVAZTNAMTZ  INC., BZZ UMVAZTNAMTZ INC.and THE","TBB UMVAZTNAMTZ  INC., BZZ UMVAZTNAMTZ INC.and THE               ","COMPANY by their agent GWL Realty Advisors Inc., Mississauga, ON, L5B1M2","COMPANY by their agent GWL Realty Advisors Inc., Mississauga, ON, L5B 1M2","city, zip, street",100.0
78DAEE9,Eteuco Canada Limited,NO MATCH,"515 River Crossing Drive, Suite 110, Fort Mill, SC, 29715",,,0.0
CFDC0E0,Vaomaat Canada Zefaty Systems Inc.,Vaomaat Canada Zefaty Systems Inc.                               ,"7455 Birchmount Road, Markham, ON, L3R5C2","7455 BIRCHMOUNT RD, MARKHAM, ON, L3R 5C2","city, zip",100.0
4245752,XAV MYC LP,XAV MYC LP                                                       ,"700 LAWRENCE AVE WEST SUITE 375, TORONTO, ON, M6A3B4","700 LAWRENCE AVE WEST SUITE 375, TORONTO, ON, M6A 3B4","city, zip, street",100.0
5CA8873,Hompe Canada Inc.,Hompe Canada Inc.                                                ,"180 Honda Boulevard, Markham, ON, L6C0H9","180 HONDA BLVD, MARKHAM, ON, L6C 0H9","city, zip",100.0
20D4281,MOTTHTUPGA,MOTTHTUPGA                                                       ,"496 POSTRIDGE DRIVE, OAKVILLE, ON, L6H7A2","496 POSTRIDGE DRIVE, OAKVILLE, ON, L6H 7A2","city, zip, street",100.0
FE4225E,ZPC Xoftz des Ettz,ZPC Xoftz des Ettz                                               ,"3410 rue Galt Ouest, Sherbrooke, QC, J1H0A5","3410 RUE GALT O, SHERBROOKE, QC, J1H 0A5","city, zip, street",100.0
7A4D311,PXB/Metbto,PXB/Metbto                                                       ,"10685 - 176th Street, Edmonton, AB, T5S1G5","10685 - 176th Street, Edmonton, AB, T5S 1G5","city, zip, street",100.0
